,DATE,SECCODE,OBPLOTNO,BUYSELLOBP,TRADESNOTRADES,BUYSELLYIELD,OBPTDVOLRATIO,MINMAXRATIO
9427,2007-10-08,LKOH,36996,B,T,100.0,0.004154046980832597,2174.01
9439,2007-10-08,LKOH,37053,S,T,-8.246194856583358,0.0015300546409990224,2175.99
9459,2007-10-08,LKOH,37160,B,T,96.15462458066678,0.07513088908651795,2174.01
9462,2007-10-08,LKOH,37173,S,T,0.002298903423075561,0.16753617488399442,2174.95
9482,2007-10-08,LKOH,37248,B,T,3.229814217773093,0.00726281681150921,2173.2
9505,2007-10-08,LKOH,37360,S,T,-26.22916886447137,0.0029452982527085362,2173.99
9507,2007-10-08,LKOH,37366,S,T,-0.12120425854074011,0.005429535405572282,2174.1
9510,2007-10-08,LKOH,37378,B,T,7.379901430043975,0.00061491204560753,2169.3
9511,2007-10-08,LKOH,37381,S,T,0.005980145915544441,0.013302033444809461,2173.86
9512,2007-10-08,LKOH,37386,S,T,-4.0175809461500505,0.0004737771435360005,2175.01
9516,2007-10-08,LKOH,37402,S,T,-8.969061196797997,0.05661425065208049,2173.9
9528,2007-10-08,LKOH,37448,S,T,0.07176736333147529,0.07518327605474791,2173.69
9534,2007-10-08,LKOH,37501,B,T,0.0011970390778104738,0.05723587010431175,2172.09
9538,2007-10-08,LKOH,37510,S,T,-2.092730322222664,0.0038606478002096017,2173.0
9550,2007-10-08,LKOH,37553,B,T,82.97701470287367,5.7561942526754106e-05,2172.14
9554,2007-10-08,LKOH,37565,S,T,-11.005914280461308,0.004278803600699592,2173.59
9564,2007-10-08,LKOH,37600,B,T,1.6060423355539595,0.0002426265963484619,2172.2
9588,2007-10-08,LKOH,37705,B,T,0.04555934449766367,0.0036000364014908935,2172.99
9604,2007-10-08,LKOH,37787,B,T,0.013816607562298248,0.0009926141041384539,2171.3
9606,2007-10-08,LKOH,37791,B,T,100.00000000000001,0.0016198470327213718,2171.24
9614,2007-10-08,LKOH,37813,S,T,-100.0,0.0005868954553751822,2173.0
9615,2007-10-08,LKOH,37815,B,T,3.936194724259664,0.0008402617590630327,2172.33
9618,2007-10-08,LKOH,37822,B,T,0.0012140435841418052,0.002336252597232804,2173.35
9630,2007-10-08,LKOH,37867,B,T,83.34875683506675,0.0004353682721721787,2172.01
9652,2007-10-08,LKOH,37959,B,T,0.0009203780913190771,0.016052876685379365,2173.02
9680,2007-10-08,LKOH,38056,B,T,-0.0008712014838537109,0.005484130293055368,2173.5
9689,2007-10-08,LKOH,38089,B,T,1.1980406125181224,0.0002772483432643921,2172.01
9690,2007-10-08,LKOH,38092,S,T,-0.4520737588211718,0.0043662278460784975,2173.0
9699,2007-10-08,LKOH,38126,B,T,28.356791835826254,0.003314546575926294,2171.51
9711,2007-10-08,LKOH,38161,S,T,-100.0,0.005788078594243437,2171.84
9732,2007-10-08,LKOH,38259,B,T,0.0,0.004810491040518964,2173.0
9742,2007-10-08,LKOH,38300,B,T,-0.00046040727628664403,0.004931472831120246,2171.99
9749,2007-10-08,LKOH,38355,B,T,0.9106731076550156,0.0006583379943387696,2172.1
9760,2007-10-08,LKOH,38391,B,T,2.9171365787301293,0.0008314378982114634,2171.11
9770,2007-10-08,LKOH,38431,S,T,-0.19226427255985284,0.009665408960950953,2172.0
9780,2007-10-08,LKOH,38476,S,T,0.0,0.0004902383223957096,2172.6
9782,2007-10-08,LKOH,38481,B,T,0.08433360261527326,0.007323205487865045,2172.1
9793,2007-10-08,LKOH,38556,B,T,0.0011472409897134322,0.005425101200706435,2172.73
9803,2007-10-08,LKOH,38604,S,T,-15.613391049822877,0.00010232935932531129,2173.7
9805,2007-10-08,LKOH,38609,B,T,0.39920286037961716,0.0019048121262536957,2173.11
9807,2007-10-08,LKOH,38616,S,T,0.0,0.0004077022203099055,2173.0
9810,2007-10-08,LKOH,38636,S,T,-11.76467881215993,0.0074235133769183625,2173.0
9818,2007-10-08,LKOH,38679,B,T,87.72073056256879,0.0005567046240286745,2168.0
9824,2007-10-08,LKOH,38718,S,T,-19.99400952025474,0.004274707261250597,2170.11
9854,2007-10-08,LKOH,38819,S,T,0.03663378494536255,0.01896738318380757,2172.0
9875,2007-10-08,LKOH,38892,B,T,1.8213690870969061,0.0034363249550660936,2168.31
9884,2007-10-08,LKOH,38935,B,T,0.11862396204033215,9.867122895978602e-05,2169.0
9907,2007-10-08,LKOH,39007,B,T,0.007299298114865808,0.0016621443125012898,2169.3
9918,2007-10-08,LKOH,39054,B,T,-0.046072333563695,0.009308055670780514,2170.5
9936,2007-10-08,LKOH,39128,B,T,0.00046082736946918574,0.017592562541116512,2170.01
9950,2007-10-08,LKOH,39170,S,T,0.03833565688090891,0.0029918171109524706,2171.6
9964,2007-10-08,LKOH,39227,B,T,-1.8286884981140972e-06,0.0028473460274419564,2170.0
9967,2007-10-08,LKOH,39236,B,T,57.15402241155971,0.004759175276633877,2169.04
9980,2007-10-08,LKOH,39293,B,T,88.35832709879031,0.011087486387887938,2169.0
9990,2007-10-08,LKOH,39337,B,T,0.12848915426446908,0.00011517990235276819,2170.0
9993,2007-10-08,LKOH,39343,S,T,-1.8803424328376512,0.0005601571581239429,2171.0
10005,2007-10-08,LKOH,39376,S,T,0.0010203846571864102,0.0004646359388847658,2171.58
10007,2007-10-08,LKOH,39381,B,T,50.0,0.002248640407835603,2169.06
10012,2007-10-08,LKOH,39395,B,T,0.0014892244149598962,0.0005875742391163719,2169.16
10020,2007-10-08,LKOH,39421,B,T,4.337121873378637,0.0020879233416493943,2172.1
10036,2007-10-08,LKOH,39484,B,T,12.903240678292777,0.0005454384336771554,2169.07
10052,2007-10-08,LKOH,39541,S,T,-0.046080825768397775,0.002362658072562048,2170.1
10063,2007-10-08,LKOH,39575,S,T,-6.787330316742081,0.00039924235716097225,2170.0
10065,2007-10-08,LKOH,39585,B,T,-0.02139106462037507,0.0022313869251329318,2169.13
10066,2007-10-08,LKOH,39587,B,T,0.4054643260735411,0.004186309318514163,2170.01
10093,2007-10-08,LKOH,39693,S,T,-1.0142776158021334,0.004674564330828773,2172.13
10099,2007-10-08,LKOH,39708,B,T,100.0,0.0006922009708915663,2169.28
10107,2007-10-08,LKOH,39735,S,T,-100.0,0.0014944413065158292,2170.9
10111,2007-10-08,LKOH,39746,B,T,8.536585365853659,0.0009303119078553048,2170.0
10120,2007-10-08,LKOH,39788,B,T,87.83012349942712,2.5981299334826664e-05,2170.1
10125,2007-10-08,LKOH,39809,B,T,3.8840162860167537,0.015780563398388455,2171.0
10134,2007-10-08,LKOH,39856,B,T,0.0011520471878570056,0.0017433351329902802,2170.05
10139,2007-10-08,LKOH,39870,B,T,40.00140457541363,3.832054712178769e-05,2170.07
10142,2007-10-08,LKOH,39886,B,T,-0.03777130854553579,0.0001345289871909465,2170.96
10148,2007-10-08,LKOH,39912,B,T,0.0009212429409751269,0.014941396610188708,2170.98
10167,2007-10-08,LKOH,39968,B,T,4.104940008179297,0.0017527293552915125,2171.25
10175,2007-10-08,LKOH,40022,B,T,0.04009910003734633,0.0001773305084484918,2172.0
10198,2007-10-08,LKOH,40114,B,T,0.029451014679484272,0.014367948582565527,2173.1
10215,2007-10-08,LKOH,40188,B,T,3.215219753212249,0.0007981175827040928,2174.0
10232,2007-10-08,LKOH,40255,B,T,29.95139347415758,0.00043299076791458203,2173.82
10235,2007-10-08,LKOH,40264,B,T,3.576979206239956,0.005806058092771126,2174.95
10248,2007-10-08,LKOH,40322,B,T,0.0059276332842713355,0.0201244816571953,2177.0
10255,2007-10-08,LKOH,40375,S,T,0.0055055855968870835,0.0031969502677082623,2176.99
10263,2007-10-08,LKOH,40411,S,T,0.04292780262708149,0.0013504685654104908,2176.78
10305,2007-10-08,LKOH,40598,S,T,-68.96551724137932,0.005826820672372057,2175.98
10315,2007-10-08,LKOH,40656,B,T,100.0,0.002153884936045251,2174.2
10328,2007-10-08,LKOH,40706,B,T,0.048471715729163055,0.03604310030569323,2175.4
10363,2007-10-08,LKOH,40881,B,T,2.6961327513182023,0.0029172874205189393,2177.77
10364,2007-10-08,LKOH,40889,B,T,-0.0011088696335606833,0.001067629506045709,2177.0
10402,2007-10-08,LKOH,41057,B,T,0.00045913471472666694,0.011219197455510407,2178.01
10415,2007-10-08,LKOH,41128,B,T,-0.0091317789118347,0.03633377936853525,2179.58
10426,2007-10-08,LKOH,41172,B,T,100.0,0.04746925896766225,2177.5
10436,2007-10-08,LKOH,41214,B,T,0.32422205077335436,0.0076973973590591235,2177.52
10440,2007-10-08,LKOH,41224,B,T,39.950379852153155,0.01650394296802119,2179.0
10442,2007-10-08,LKOH,41237,S,T,-0.008130073431116639,0.040413971244156105,2178.3
10457,2007-10-08,LKOH,41290,B,T,0.09224372536152739,0.03712199981970914,2179.01
10465,2007-10-08,LKOH,41316,B,T,0.09224330203484886,0.0015476939551574411,2179.02
10467,2007-10-08,LKOH,41323,S,T,0.16832968297355708,0.023131646314070105,2180.89
10470,2007-10-08,LKOH,41339,B,T,0.0013767593837716822,0.0015019679240122182,2179.03
10478,2007-10-08,LKOH,41409,B,T,15.105959384408473,0.009044200002801778,2180.62
10485,2007-10-08,LKOH,41457,B,T,-0.00039616346956661237,0.06338109559005169,2180.0
10492,2007-10-08,LKOH,41497,B,T,15.64717836783235,0.01763117138896458,2180.03
10494,2007-10-08,LKOH,41503,B,T,-0.018632922885949733,0.016314346630623148,2182.0
10505,2007-10-08,LKOH,41540,B,T,0.2536282352914119,0.05535722760317039,2181.0
10509,2007-10-08,LKOH,41549,B,T,80.0009922443481,0.03325142259685786,2180.11
10526,2007-10-08,LKOH,41615,B,T,-0.05273221663312092,0.0028038745772816587,2180.83
10536,2007-10-08,LKOH,41678,S,T,-7.730826068946095,0.012434083397754044,2180.99
10539,2007-10-08,LKOH,41689,B,T,0.11787866324180496,0.0025980312442803683,2181.01
10548,2007-10-08,LKOH,41752,B,T,0.0009178016814118457,0.025899935920311676,2179.12
10549,2007-10-08,LKOH,41756,B,T,78.4313267655434,0.038633144580474975,2180.0
10554,2007-10-08,LKOH,41774,S,T,-100.0,0.013231859407021018,2180.5
10572,2007-10-08,LKOH,41869,B,T,0.0013406650913450361,0.01026623434267992,2181.0
10578,2007-10-08,LKOH,41888,S,T,-100.0,0.0006522301385105851,2180.94
10595,2007-10-08,LKOH,41968,B,T,100.0,0.007095506649894141,2180.01
10598,2007-10-08,LKOH,41983,B,T,0.008513524383476944,0.007439553744372104,2181.79
10632,2007-10-08,LKOH,42155,S,T,-100.0,0.02707059893027282,2182.95
10633,2007-10-08,LKOH,42162,S,T,-1.8955682783018806,0.002421410340337137,2183.01
10636,2007-10-08,LKOH,42175,S,T,0.013744444953506295,0.004275760708175554,2182.7
10638,2007-10-08,LKOH,42180,B,T,0.0522592978000611,0.003999641201095188,2181.43
10644,2007-10-08,LKOH,42209,B,T,0.06417043667982578,0.08894447961069502,2181.69
10648,2007-10-08,LKOH,42228,S,T,-100.0,0.06854505960987907,2182.5
10679,2007-10-08,LKOH,42390,B,T,0.812402959682913,0.009167576025389689,2184.01
10686,2007-10-08,LKOH,42426,S,T,0.002518395736129989,0.0044387334898170145,2183.93
10691,2007-10-08,LKOH,42444,S,T,-100.0,0.009903277381305042,2183.89
10696,2007-10-08,LKOH,42461,S,T,-100.0,0.02240516468789248,2183.8
10709,2007-10-08,LKOH,42513,S,T,-100.0,0.03230430576685186,2183.75
10715,2007-10-08,LKOH,42532,S,T,0.007315405994854805,0.005595982464389843,2182.98
10725,2007-10-08,LKOH,42573,S,T,0.011196245020461822,0.0010164548506543692,2182.77
10737,2007-10-08,LKOH,42630,B,T,0.02944937155789237,0.007212657915280958,2181.91
10747,2007-10-08,LKOH,42671,B,T,87.75515472475321,0.0055097863924191475,2181.92
10758,2007-10-08,LKOH,42717,B,T,0.004577462856135071,0.026220380654242058,2182.0
10760,2007-10-08,LKOH,42729,B,T,0.004822767653245111,0.0006504501520730943,2182.11
10774,2007-10-08,LKOH,42808,B,T,2.308807281170026,0.0011300410903420305,2185.6
10778,2007-10-08,LKOH,42818,B,T,10.436093789765348,0.012297019450462942,2184.35
10784,2007-10-08,LKOH,42859,B,T,20.4572993389914,0.004739923011291079,2184.49
10788,2007-10-08,LKOH,42888,S,T,-0.32911367250322754,0.0011746807363987222,2185.58
10795,2007-10-08,LKOH,42916,S,T,0.00503227518311202,0.0034111523278988753,2185.89
10815,2007-10-08,LKOH,43019,S,T,-5.790468549375508,0.00038397133033516687,2184.98
10816,2007-10-08,LKOH,43022,S,T,-0.0011860806531382249,0.01097585074561489,2181.06
10822,2007-10-08,LKOH,43039,S,T,0.004576868506563644,0.0027880987909093733,2184.9
10833,2007-10-08,LKOH,43094,B,T,0.09651259523661827,0.028439687580470375,2185.01
10844,2007-10-08,LKOH,43154,B,T,66.66753136766451,0.00949700838274785,2184.5
10845,2007-10-08,LKOH,43164,S,T,-0.0042011165396953435,0.017664323005239353,2185.6
10847,2007-10-08,LKOH,43171,B,T,0.14049893138435673,0.047214942940774475,2185.07
10850,2007-10-08,LKOH,43186,S,T,-0.33222591362126247,0.00257346038588514,2186.0
10857,2007-10-08,LKOH,43212,B,T,2.915672437346802,0.008611784248670245,2186.01
10880,2007-10-08,LKOH,43320,S,T,-1.9078792518299654,0.008309319089915683,2187.2
10896,2007-10-08,LKOH,43404,S,T,-100.0,0.031798535565958484,2185.6
10903,2007-10-08,LKOH,43444,B,T,0.0,0.001884240861001689,2185.5
10907,2007-10-08,LKOH,43459,B,T,83.08863362049121,0.004338261332187746,2182.21
10942,2007-10-08,LKOH,43594,B,T,0.017428510428788888,0.008170665626210414,2185.8
10947,2007-10-08,LKOH,43623,B,T,-0.009149967975103765,0.011414208490511587,2185.8
10953,2007-10-08,LKOH,43652,S,T,-4.255368884840352,0.002468693549069031,2184.98
10987,2007-10-08,LKOH,43803,B,T,6.2432827773013315,0.004942343016302957,2184.0
11002,2007-10-08,LKOH,43901,B,T,30.556100390930276,0.011150422264093768,2185.02
11004,2007-10-08,LKOH,43909,S,T,-0.6046603955755274,0.013600324773217817,2185.92
11007,2007-10-08,LKOH,43922,B,T,100.00000000000003,0.019029473600727032,2183.18
11008,2007-10-08,LKOH,43924,S,T,-100.0,0.00204335464365318,2185.9
11016,2007-10-08,LKOH,43959,S,T,-100.0,0.0007049096748042098,2185.9
11024,2007-10-08,LKOH,44004,S,T,0.01285047642262515,0.010078532105292531,2185.92
11057,2007-10-08,LKOH,44158,B,T,0.0338558108466598,0.03630328593256276,2185.74
11058,2007-10-08,LKOH,44178,B,T,0.6091696056428425,0.08626648668380145,2183.3
11060,2007-10-08,LKOH,44192,B,T,-9.157509157509158e-05,0.025575635653865485,2184.0
11083,2007-10-08,LKOH,44324,S,T,-2.072424219329612,0.011951802903389385,2185.99
11090,2007-10-08,LKOH,44351,B,T,0.034340659340659344,1.7613148523948144e-05,2184.0
11098,2007-10-08,LKOH,44399,B,T,0.12154806076558954,0.0010567940471629905,2186.0
11103,2007-10-08,LKOH,44422,B,T,0.0009153234295329933,0.0015488170443160255,2185.02
11104,2007-10-08,LKOH,44427,S,T,-0.11386464974473212,0.02164007794833007,2184.2
11108,2007-10-08,LKOH,44438,B,T,51.706370668217076,0.0008199260698564545,2185.3
11116,2007-10-08,LKOH,44491,S,T,-97.82610295587541,0.0012682793560523133,2185.87
11123,2007-10-08,LKOH,44523,B,T,0.46362142281975194,0.004424637589847004,2185.7
11125,2007-10-08,LKOH,44536,S,T,-0.016653952157746097,0.004792446920816715,2185.59
11129,2007-10-08,LKOH,44559,S,T,0.017174560702900427,0.001691004960987111,2185.68
11142,2007-10-08,LKOH,44622,B,T,0.2888974631796114,3.3806419719023474e-05,2186.34
11156,2007-10-08,LKOH,44700,B,T,0.0531201201613686,0.006210690243452622,2183.73
11165,2007-10-08,LKOH,44749,B,T,0.9786329042359031,0.00371438110207183,2184.15
11178,2007-10-08,LKOH,44825,B,T,13.724781527078845,0.005325114491601608,2183.57
11208,2007-10-08,LKOH,44967,S,T,0.04711867043006995,0.014403705572324654,2185.97
11239,2007-10-08,LKOH,45117,B,T,0.008978882668328891,0.026026760972836734,2186.01
11244,2007-10-08,LKOH,45135,B,T,0.005038429475713514,0.0502123562723431,2183.22
11249,2007-10-08,LKOH,45150,S,T,-0.03572246393406,0.032293165033609246,2183.5
11251,2007-10-08,LKOH,45155,S,T,-0.0014965261722474344,0.00026481494992298027,2185.0
11252,2007-10-08,LKOH,45158,B,T,0.02335988420827024,0.0015131064768695108,2183.23
11255,2007-10-08,LKOH,45166,B,T,65.94057233389047,0.00011623850262702436,2184.0
11283,2007-10-08,LKOH,45300,B,T,0.0019486991041535629,0.0022886169630656973,2185.0
11287,2007-10-08,LKOH,45311,B,T,0.20985574646155952,0.0004393951187031089,2185.02
11301,2007-10-08,LKOH,45362,B,T,0.073677129429214,0.009857089399220115,2185.21
11304,2007-10-08,LKOH,45373,S,T,-0.5469398543683835,0.012699859996563615,2186.8
11315,2007-10-08,LKOH,45411,B,T,0.011957380108276513,0.003675074283847067,2185.68
11317,2007-10-08,LKOH,45417,B,T,-0.0004572703702618001,0.008287177534048132,2186.89
11321,2007-10-08,LKOH,45436,B,T,5.424336241187413e-06,0.0004440927967655887,2186.02
11334,2007-10-08,LKOH,45500,B,T,-0.032889372350771814,0.0008419622491516257,2186.0
11336,2007-10-08,LKOH,45505,B,T,12.473453206569053,0.011878170801545318,2185.17
11340,2007-10-08,LKOH,45517,B,T,0.009152061501865778,0.0006751295015474556,2185.3
11351,2007-10-08,LKOH,45579,B,T,-0.01227873662342541,0.0013405084720592426,2186.5
11353,2007-10-08,LKOH,45588,B,T,0.35335111978395006,0.00028476308821259207,2185.3
11382,2007-10-08,LKOH,45702,B,T,1.0050251256281406,0.034936387288894734,2195.0
11395,2007-10-08,LKOH,45741,B,T,0.03658815458496144,0.062604913118452,2186.5
11398,2007-10-08,LKOH,45757,B,T,0.04170723123403231,0.0030174493925103287,2187.87
11411,2007-10-08,LKOH,45822,S,T,-0.02746228807953961,0.007430087480525011,2188.82
11415,2007-10-08,LKOH,45868,B,T,8.052730629732414,0.017738942118014755,2186.16
11419,2007-10-08,LKOH,45896,S,T,-0.010077661032441732,0.045747404754489844,2189.0
11425,2007-10-08,LKOH,45916,B,T,0.011838702787207002,0.06026272659729085,2188.8
11431,2007-10-08,LKOH,45970,B,T,0.01507999250569737,0.011651793364139676,2188.33
11446,2007-10-08,LKOH,46033,B,T,5.620524975078778,0.07045309201377412,2189.96
11450,2007-10-08,LKOH,46047,B,T,3.890603259531749,0.0021634725638768684,2189.02
11461,2007-10-08,LKOH,46103,B,T,0.00045682542871986235,0.02579787695255756,2189.02
11464,2007-10-08,LKOH,46117,B,T,0.0005212490851211267,0.010140172682631976,2189.95
11466,2007-10-08,LKOH,46121,B,T,-9.132461792262322e-05,0.031573347638987566,2189.99
11479,2007-10-08,LKOH,46186,B,T,-0.00045662308961311605,0.011523629853460097,2189.99
11515,2007-10-08,LKOH,46436,B,T,100.0,0.25787240902832215,2189.5
11518,2007-10-08,LKOH,46444,B,T,0.0,0.076732926132815,2189.98
11519,2007-10-08,LKOH,46446,S,T,-0.446101014781586,0.0064297100670623495,2188.6
11540,2007-10-08,LKOH,46543,B,T,0.06408576409398696,0.15083711427018157,2191.26
11548,2007-10-08,LKOH,46586,B,T,0.043348315119448456,0.24357412781857826,2191.55
11551,2007-10-08,LKOH,46595,B,T,0.15574113550100577,0.0006030725353696003,2191.51
11553,2007-10-08,LKOH,46600,B,T,0.0027384130896328323,0.06375656619157814,2191.05
11561,2007-10-08,LKOH,46630,B,T,0.05791734692946769,0.0062201413372484264,2192.78
11563,2007-10-08,LKOH,46634,B,T,0.08888152809534794,0.014168137931217125,2192.57
11575,2007-10-08,LKOH,46685,S,T,-37.3147817458835,0.14896970217891195,2192.99
11591,2007-10-08,LKOH,46774,B,T,100.0,0.2544333790122794,2192.59
11598,2007-10-08,LKOH,46807,B,T,0.04884546907487552,0.00938064593743265,2193.11
11616,2007-10-08,LKOH,46918,B,T,0.00045572204601964516,0.004440232893030955,2194.32
11620,2007-10-08,LKOH,46947,S,T,0.0,0.02694931591603436,2193.93
11623,2007-10-08,LKOH,46969,S,T,-0.22774252988096233,0.0036449339201521944,2195.6
11631,2007-10-08,LKOH,47007,B,T,77.89666486012918,0.0025540044082794358,2185.53
11632,2007-10-08,LKOH,47025,S,T,0.23102534336519578,0.018920417533197863,2194.99
11636,2007-10-08,LKOH,47042,S,T,0.007289493106866451,0.019176043096437455,2194.94
11642,2007-10-08,LKOH,47061,S,T,-7.402766999375478,0.006515662052821011,2194.89
11668,2007-10-08,LKOH,47142,B,T,0.12726757373719846,0.21585037781816754,2193.25
11680,2007-10-08,LKOH,47173,S,T,-54.02764448635807,0.1324859818890835,2193.25
11694,2007-10-08,LKOH,47217,B,T,100.0,0.07129180896129646,2191.07
11698,2007-10-08,LKOH,47228,S,T,0.0,0.21365757537586105,2193.0
11704,2007-10-08,LKOH,47243,S,T,4.871591589140993,0.22809287877354836,2194.0
11705,2007-10-08,LKOH,47246,S,T,-0.23602251275692518,0.09222262359734665,2192.95
11713,2007-10-08,LKOH,47267,B,T,0.0027382631197006816,0.13611151880159564,2191.17
11720,2007-10-08,LKOH,47301,B,T,17.214153353163514,0.008081092979821534,2192.0
11738,2007-10-08,LKOH,47360,S,T,-3.31098589570986,0.018916573589099494,2193.8
11740,2007-10-08,LKOH,47371,B,T,0.2704436177306715,0.011986611050311886,2192.0
11754,2007-10-08,LKOH,47407,B,T,0.009123255177439015,0.14068581663939017,2192.2
11758,2007-10-08,LKOH,47422,B,T,0.02172465229152545,0.2709484674140434,2192.21
11776,2007-10-08,LKOH,47478,B,T,0.02987457240592806,0.0010193837466375686,2192.5
11784,2007-10-08,LKOH,47498,S,T,0.00041703023381303717,0.003925298346909554,2192.51
11791,2007-10-08,LKOH,47523,S,T,-0.5769230769230769,0.00016510643855394686,2193.0
11800,2007-10-08,LKOH,47548,B,T,0.0005345979751969797,0.002574764708873194,2193.0
11803,2007-10-08,LKOH,47556,B,T,0.00045609826181947983,0.0006298035435771347,2192.51
11806,2007-10-08,LKOH,47563,B,T,90.9103353583288,0.0018526470799778386,2191.55
11810,2007-10-08,LKOH,47572,B,T,74.0255057092865,0.00033966535233707624,2192.61
11821,2007-10-08,LKOH,47624,S,T,0.009120758847127786,0.0018671963279333085,2192.8
11824,2007-10-08,LKOH,47637,B,T,-0.00996912124357518,0.0034036869282466527,2192.8
11827,2007-10-08,LKOH,47648,S,T,-0.0296582395370731,0.0022853050447527996,2192.24
11848,2007-10-08,LKOH,47741,B,T,0.003193372383723094,0.008762519344340578,2192.04
11858,2007-10-08,LKOH,47773,B,T,100.0,0.008592821809478674,2193.0
11862,2007-10-08,LKOH,47784,S,T,0.0,0.001215815374622194,2193.0
11864,2007-10-08,LKOH,47789,B,T,100.0,0.002428673635434212,2192.12
11871,2007-10-08,LKOH,47815,S,T,-80.95330499611619,0.008012834169741212,2193.56
11878,2007-10-08,LKOH,47843,B,T,0.0013684633069255805,0.003595274853620677,2192.24
11897,2007-10-08,LKOH,47895,B,T,0.0038087444667843427,0.0015797398188737565,2192.4
11898,2007-10-08,LKOH,47898,B,T,11.776094289354713,0.005609843903502419,2186.4
11902,2007-10-08,LKOH,47910,S,T,-100.0,0.019205728099043303,2192.99
11906,2007-10-08,LKOH,47927,B,T,99.99999999999999,0.0030537199181543415,2192.26
11908,2007-10-08,LKOH,47934,B,T,92.85754313167533,0.00967886405169191,2192.5
11913,2007-10-08,LKOH,47945,S,T,-2.1054600388507287,0.01253973906917245,2192.33
11929,2007-10-08,LKOH,48002,S,T,-0.1686519596648135,0.000697550543640334,2192.56
11937,2007-10-08,LKOH,48035,B,T,0.014140335992626292,0.0007716519168825556,2192.31
11938,2007-10-08,LKOH,48038,S,T,-100.0,0.08357539319030724,2192.5
11939,2007-10-08,LKOH,48040,S,T,0.0,6.824515149380644e-05,2192.4
11941,2007-10-08,LKOH,48049,B,T,0.006645940637107926,0.00023685024919697318,2192.32
11971,2007-10-08,LKOH,48166,S,T,0.016196031287995922,0.009061460005669025,2191.99
11983,2007-10-08,LKOH,48204,S,T,0.012774888219716458,0.26414521063483687,2191.8
11989,2007-10-08,LKOH,48236,B,T,-0.033407877321895936,0.07332961702483042,2191.1
11991,2007-10-08,LKOH,48244,B,T,-0.04107525900233175,0.011728874834722645,2191.1
11994,2007-10-08,LKOH,48259,S,T,0.028882677827816283,0.006046387339696748,2191.1
12005,2007-10-08,LKOH,48309,S,T,-4.219700193953079,0.05331922369175678,2191.0
12032,2007-10-08,LKOH,48430,B,T,9.447177443613677,0.0005155545268035289,2191.01
12091,2007-10-08,LKOH,48625,B,T,56.101199370358756,0.11350313216682473,2188.64
12107,2007-10-08,LKOH,48676,S,T,-2.3343522180907286,0.007390845050198042,2189.2
12146,2007-10-08,LKOH,48811,B,T,0.0,0.12310853658507045,2188.61
12154,2007-10-08,LKOH,48843,B,T,0.0009140642495752713,0.00600981624286551,2188.03
12156,2007-10-08,LKOH,48853,S,T,-100.0,0.002071698068373604,2189.96
12174,2007-10-08,LKOH,48919,S,T,-9.080554152740287,0.004047314945879777,2189.05
12188,2007-10-08,LKOH,48985,B,T,5.249787142312422,0.004160646684231826,2188.21
12190,2007-10-08,LKOH,48994,S,T,-13.484716351818092,0.0021215846967636456,2188.0
12191,2007-10-08,LKOH,49001,B,T,0.5234816595340627,0.0018889085949617816,2187.0
12200,2007-10-08,LKOH,49034,B,T,100.0,0.016060004794729098,2186.11
12232,2007-10-08,LKOH,49182,B,T,0.5427637533873245,0.0020369215615491224,2186.0
12246,2007-10-08,LKOH,49231,B,T,81.58602465890895,0.0022162933054093946,2184.12
12274,2007-10-08,LKOH,49328,B,T,0.0018302112978926773,5.139923930367837e-05,2185.54
12288,2007-10-08,LKOH,49395,B,T,100.0,0.004202701939827899,2186.1
12299,2007-10-08,LKOH,49429,B,T,0.029732226989526763,0.0001417890232939331,2186.18
12306,2007-10-08,LKOH,49451,B,T,0.004574146921594962,0.0017868375292936377,2186.2
12322,2007-10-08,LKOH,49507,B,T,100.0,0.0008785333783993071,2186.37
12341,2007-10-08,LKOH,49575,S,T,-25.74272106929943,0.0005972999457998371,2187.99
12342,2007-10-08,LKOH,49577,B,T,100.0,0.005735755468077272,2187.03
12347,2007-10-08,LKOH,49592,B,T,0.029720943205567917,0.0008855569182911459,2187.01
12350,2007-10-08,LKOH,49611,B,T,8.844955534876796,0.0073094437221781555,2187.73
12356,2007-10-08,LKOH,49631,B,T,13.043478260869565,0.0012357971832675512,2186.44
12357,2007-10-08,LKOH,49636,B,T,-0.00045704048008529647,0.0010328119985251484,2187.99
12359,2007-10-08,LKOH,49643,S,T,-11.360049982386803,0.0019326103987832893,2187.98
12375,2007-10-08,LKOH,49695,B,T,100.0,0.0021155244989172228,2187.05
12384,2007-10-08,LKOH,49724,B,T,0.003200629152252269,0.0009026233633248403,2187.07
12393,2007-10-08,LKOH,49750,S,T,0.047968861356272825,0.003094572979050276,2188.92
12411,2007-10-08,LKOH,49815,B,T,50.0,0.0011589346216954266,2188.0
12416,2007-10-08,LKOH,49830,S,T,-40.0,0.0012590324563852015,2188.1
12424,2007-10-08,LKOH,49864,B,T,1.1540465897725362e-05,0.0058460951609825215,2189.94
12435,2007-10-08,LKOH,49925,B,T,0.03653301671386345,0.0005252585442828933,2189.8
12444,2007-10-08,LKOH,49958,S,T,1.209208803136128,0.0017464362786785293,2189.95
12468,2007-10-08,LKOH,50036,S,T,0.4690075945436187,0.011392010771765113,2189.73
12482,2007-10-08,LKOH,50089,S,T,2.0011873772663002,0.009653230747807169,2189.7
12505,2007-10-08,LKOH,50153,S,T,0.0022842001873127253,0.0101459379584713,2188.95
